player_hand,match_outcome
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
U,win
R,win
R,win
L,win
R,win
R,win
U,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
U,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
L,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
L,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
U,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
U,win
R,win
R,win
R,win
R,win
R,win
R,win
L,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,win
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
U,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
R,lose
L,lose
R,lose
R,lose
R,lose
R,lose
R,lose
